panoid	pixel_error	gt_flow_u_min	gt_flow_v_min	gt_flow_u_mean	gt_flow_v_mean	gt_flow_mag_min	gt_flow_mag_max	gt_flow_mag_mean
14546	2.959986	2.9057264e-07	2.682209e-07	3.9559073	7.8356504	0.008946138	55.69395	9.361134
24394	1.4239838	6.509945e-07	5.532056e-06	5.4413834	4.8100324	0.0064317524	26.6514	7.877805
41672	2.9059525	9.248033e-07	7.599592e-06	6.6990256	5.934354	0.005029409	32.197277	9.687096
22884	3.4269664	1.6624108e-06	4.5262277e-06	7.0905123	8.223971	0.0022645334	29.665306	11.870155
33510	3.4652982	3.5017729e-06	2.0079315e-06	11.301176	9.874014	0.0059860367	62.104355	16.157963
39514	2.3042984	1.8285587e-05	2.1729618e-05	5.4309554	5.8316855	0.004343709	20.932055	8.629246
13708	0.6186936	4.6156347e-06	1.9151717e-05	10.51798	10.53217	0.017178053	31.265226	16.212667
3248	1.1683269	1.73226e-06	1.3411045e-07	2.7133348	2.7983615	0.0028794222	17.160826	4.259236
25926	6.1950464	3.2817014e-05	8.0477446e-05	15.265922	15.328065	0.019657234	78.02725	23.549715
15480	1.715797	5.7211146e-06	8.754432e-07	4.0209556	4.7051044	0.008392085	19.693192	6.670371
41336	6.379024	2.9417686e-05	8.2068145e-06	12.33069	11.569708	0.017149124	52.970634	19.040741
16480	2.9436634	2.514571e-08	4.6268106e-06	5.031188	4.534816	0.0012218183	24.744396	7.563149
63615	2.0508785	1.6201288e-05	1.1175871e-08	6.278679	7.7026916	0.014281355	25.110132	10.976585
33022	4.128019	5.3962693e-05	3.1713396e-05	15.857449	15.631423	0.022328462	68.557884	25.604086
29296	3.4082134	8.774921e-06	1.9166619e-05	18.494871	18.27429	0.026952922	62.12241	28.75824
33096	1.9157165	3.3982098e-05	2.3663044e-05	13.848823	12.775009	0.013267698	62.016933	20.43307
37932	1.6349815	1.4901161e-08	4.10527e-06	4.1028132	2.9793699	0.006537769	17.064869	5.7353816
3175	1.8577235	8.389354e-06	4.578382e-06	2.6675956	3.9039288	0.004725181	13.662895	5.1699085
50926	2.9188142	7.711351e-07	1.1734664e-05	1.4715945	2.4987984	0.18107735	9.743332	3.1591468
50950	3.9610705	2.6598573e-06	2.2538006e-06	4.206645	4.2717304	0.008465674	25.967001	6.8560076
12620	2.0664017	2.0180829e-05	5.5022538e-06	18.300243	18.262041	0.021154834	65.62593	28.01867
17109	2.0786903	1.2824312e-06	5.9604645e-07	5.124084	4.4969134	0.0052357023	25.912462	7.4557705
51034	1.5574887	1.4193356e-06	0.16530599	2.7908418	4.647944	0.63362753	21.348686	5.6822386
50532	1.2353317	2.2631139e-06	5.0738454e-06	2.854895	3.1047258	0.039096925	16.894205	4.576168
28619	1.5124296	4.4452026e-06	6.333366e-05	18.538624	17.736181	0.03276364	58.981503	27.819103
29410	3.3925838	1.9592233e-05	3.017485e-07	7.3022203	7.1687846	0.007484833	25.835552	11.340395
12670	1.3133054	3.0182302e-05	1.8410385e-05	11.33677	11.060625	0.013972499	48.72645	17.143898
9974	1.9370227	2.4475157e-06	1.0993332e-05	9.007113	9.417472	0.004934297	37.43445	14.499428
14484	2.9810894	1.3718382e-06	4.440546e-06	7.2230535	7.2537427	0.00898377	26.070713	11.2056
64635	1.6402042	4.598871e-06	1.0915101e-06	2.6319826	3.084413	0.0009075053	15.925003	4.4887166
2452	1.8282266	1.4014542e-05	3.5390258e-06	3.6181555	3.9089682	0.0057353815	12.421645	5.820452
28677	2.7377996	6.128289e-05	2.149865e-05	15.366372	15.605919	0.01694757	74.2931	24.400656
17226	1.921311	1.251325e-05	1.6637146e-05	21.113909	22.272068	0.018402005	98.76436	33.401512
73133	1.41881	1.8700957e-06	2.8684735e-07	3.673458	3.9424295	0.0049706367	17.14759	5.8201213
20490	1.026856	9.940937e-06	3.5129488e-06	16.795074	17.136312	0.01260438	61.4326	25.982914
17235	4.9193025	8.435827e-05	2.0556152e-05	38.845776	43.015995	0.02237776	153.2578	62.386616
11322	3.9155242	2.167467e-05	3.6042184e-05	16.562798	16.90109	0.028845519	51.235245	25.828396
20850	1.0830091	1.440756e-06	8.378178e-06	6.523905	8.507135	0.008978911	35.101868	12.27488
23188	2.4089723	3.87989e-06	1.206994e-06	4.7453494	3.2596457	0.16497353	19.708313	6.349674
81790	4.2189183	1.4903955e-05	3.8076192e-05	10.981181	14.027139	0.019739298	50.334663	19.09585
65301	2.4631805	8.458272e-06	1.5594065e-05	3.636935	4.9104085	0.0093008	12.414045	6.54007
25716	3.268982	8.910894e-06	3.0074269e-05	13.466026	13.406164	0.025194567	74.02049	20.910137
3132	1.4961842	7.255934e-06	7.4133277e-07	2.3600416	3.100498	0.0019221555	15.136303	4.1427803
38114	1.863937	2.8964132e-07	1.3448298e-06	3.3022394	2.4594166	0.010003936	12.454012	4.4700456
23088	1.383704	4.4368207e-06	8.493662e-07	2.015245	1.9906279	0.00079605903	8.760591	3.0456197
32674	2.312398	7.937662e-06	1.7881393e-07	7.696164	6.4196267	0.013744551	25.388311	10.939674
7869	2.7407987	1.1464581e-05	1.08368695e-05	8.083877	8.160276	0.0030208204	43.21286	12.507506
50964	1.7971328	1.585111e-06	1.20438635e-05	2.0410411	4.364932	0.12901674	18.95225	5.0413857
3265	1.7735115	6.146729e-08	1.4528632e-07	2.2888606	1.8009974	0.0028872036	7.7443275	3.257541
11176	3.7246225	2.3609027e-06	2.4214387e-06	3.9400127	6.4368715	0.0076794154	28.320774	8.581598
17594	2.2535915	1.192186e-05	7.4394047e-06	9.777448	10.689474	0.01923307	51.590702	15.602575
14620	3.3585653	4.317239e-05	1.3671815e-06	14.150388	13.918379	0.005816579	52.943348	21.534096
24530	4.611572	5.494803e-07	7.607043e-06	5.379685	6.139532	0.0076854164	27.879642	8.715969
7935	1.3285491	2.4354085e-06	4.4815242e-06	9.646256	9.800576	0.017587582	48.373333	15.001792
16602	1.5376772	1.8960796e-05	2.7284026e-05	15.911665	16.557379	0.02814628	61.511578	24.803831
51028	8.73101	7.4505806e-07	8.158386e-07	4.7352076	7.805895	0.0029566935	32.251682	10.160231
3210	1.9303927	1.0787509e-05	5.6140125e-06	4.96008	5.872967	0.020377785	24.636724	8.35879
35358	2.9132917	6.423332e-06	1.6458333e-05	9.461846	9.135112	0.011591558	28.890024	15.215029
27440	106.86364	1.5668571e-05	0.00013414025	23.869059	33.542896	0.016675102	163.77306	43.38017
81636	5.3926573	1.5093014e-05	9.04873e-06	13.922591	11.332104	0.025641648	38.83291	19.456898
50592	7.4039006	4.0978193e-06	9.927899e-06	4.8851914	7.512104	0.023855519	28.048298	9.514992
8951	5.7147965	3.69614e-05	6.338954e-05	39.49813	43.981422	0.058886703	146.97324	65.05225
55785	4.839267	1.959689e-05	1.924485e-05	6.635088	7.723051	0.0053666285	41.493065	11.480537
23114	4.306263	1.7657876e-06	1.8179417e-06	7.3901315	7.2974324	0.00430607	57.106678	11.30904
15810	2.6165361	2.8421171e-05	3.568828e-06	11.3212385	9.2234535	0.0053018727	38.29104	15.92393
16706	1.5407788	0.00010184012	2.0619482e-05	14.688492	15.72874	0.012417203	62.605732	23.472488
27684	7.6768293	7.283874e-06	2.8979033e-05	12.957242	12.89031	0.012933779	62.03395	19.903963
32238	2.6212199	3.1149015e-05	1.5974045e-05	18.03276	18.260155	0.016566738	59.24828	29.432306
15288	1.5474244	5.336199e-05	7.7646226e-05	16.188038	16.256096	0.00809336	59.358337	25.039576
9740	6.545515	9.652227e-06	2.2538006e-06	10.944457	11.146746	0.009023317	42.52666	17.268099
68717	3.9462876	1.196377e-05	4.74602e-06	6.1322823	7.6311555	0.009772893	26.567358	10.974622
81656	6.0859795	8.57003e-06	8.312613e-05	16.473501	14.370497	0.03119326	79.11856	23.574629
20826	3.0598416	2.714619e-05	2.0302832e-06	9.672203	15.927888	0.01561127	59.67993	20.427734
18256	3.354896	1.1716038e-06	3.4682453e-06	11.158927	11.079642	0.0026555252	85.29228	16.98635
72881	1.571081	3.458932e-06	1.2651086e-05	4.0318837	4.255128	0.004614718	13.72165	6.3728895
41078	2.711401	1.10827386e-07	1.5974045e-05	4.0350513	5.017235	0.003350184	19.301996	7.164261
15596	2.611677	6.32368e-07	2.3953617e-06	15.767429	15.380156	0.03070583	65.440094	24.633934
37964	3.4085603	1.7567538e-05	3.2037497e-07	12.549695	13.985271	0.009400666	59.983875	20.302233
18098	1.6956962	3.860239e-05	1.520291e-05	13.342285	12.851363	0.012322168	44.215954	19.895605
50824	3.0626469	1.2496486e-05	9.931624e-06	10.913407	10.295924	0.012097526	51.12862	16.502237
17064	1.6240368	5.66151e-06	4.686415e-06	21.123024	19.87651	0.0368025	106.23428	32.019444
48412	4.4521646	6.9327652e-06	4.8428774e-08	4.6997805	4.334948	0.008746571	20.947104	7.018813
7850	1.6591651	7.257797e-06	3.7662685e-06	4.098614	3.842463	0.007501104	20.85157	6.2454677
3478	1.2831709	2.5099143e-06	4.544854e-06	4.74593	4.5301304	0.0075775213	23.669075	7.095073
8924	2.735384	1.3372861e-05	9.343028e-06	9.951706	9.241949	0.0076191	82.72897	14.5069275
35318	2.5567424	4.9415976e-06	2.1234155e-07	4.533484	4.087617	0.0060174586	16.809849	6.831937
17440	2.7509108	1.5353784e-05	9.7081065e-06	18.426188	18.928957	0.013688158	80.54335	29.738823
27791	14.922603	1.1408702e-06	1.6920269e-05	32.514885	24.976128	0.03425128	130.89816	44.3161
13398	2.7629654	2.7419068e-05	2.719462e-06	17.107124	19.340416	0.024890617	77.04226	28.894478
17158	3.9412496	7.6927245e-06	1.07474625e-05	13.829358	14.128153	0.020313991	80.75821	21.637684
27721	4.7994027	3.8268045e-06	1.5579164e-05	16.07402	10.199024	0.005373753	70.62424	20.275705
1211	1.7715218	7.0929527e-06	1.1213124e-06	2.489324	4.1165066	0.0015179669	19.258305	5.2481856
9935	2.2238646	2.0767562e-05	1.3802201e-05	6.9638824	7.2062263	0.010169138	38.373013	10.98675
25030	2.0043116	1.2367964e-06	4.1797757e-06	3.3523688	5.315773	0.005678679	20.813576	6.8743224
43830	3.098342	1.7806888e-06	1.2658536e-05	6.187897	7.1081076	0.013426804	45.832714	10.437909
33054	7.6688843	1.9092113e-06	1.1477619e-05	6.9436893	6.986618	0.017430961	32.988678	11.061853
46946	7.0873857	2.416037e-05	4.6119094e-06	9.902926	10.43369	0.0033649704	213.14848	15.370658
9616	2.080716	1.6802922e-05	1.5318394e-05	8.802622	9.112395	0.003315519	28.893944	14.310474
18310	2.6602921	2.8288923e-05	3.2261014e-06	10.925594	11.107316	0.018620353	46.64287	16.881474
43890	2.4176192	3.6451966e-06	7.573515e-06	2.8508008	3.3002968	0.92631763	20.795155	4.755932
70184	5.619265	8.6743385e-06	1.9032508e-05	6.1988106	7.0553527	0.0034008245	37.217648	10.129334
55803	6.99108	3.1348318e-06	1.0222197e-05	9.894005	8.284104	0.02356035	30.65379	14.228843
7560	6.6443353	6.372854e-05	6.151572e-05	27.388853	27.94314	0.041843835	124.25672	43.682583
41818	1.3680987	2.5499612e-06	3.3900142e-06	3.571439	3.1302037	0.004097689	13.713211	5.341308
65143	1.4187821	6.9476664e-07	6.593764e-07	1.3024534	1.663234	0.00091014005	10.850886	2.2032342
3744	3.4143026	7.56979e-06	2.7552247e-05	9.952381	9.4563265	0.004432094	51.48692	14.892677
35246	3.1659584	6.1597675e-06	2.0898879e-06	2.8613663	5.543255	0.004257318	30.416931	6.854148
32502	3.0693328	2.3880042e-05	5.5730343e-06	8.979728	8.254566	0.0046567754	52.002064	13.42342
11756	1.4293202	1.8626451e-09	2.1643937e-06	12.022201	12.192311	0.016154695	42.308594	18.680964
13732	1.4636189	1.4632009e-05	2.4877489e-05	10.585926	11.430151	0.02097496	38.344658	17.024248
12246	4.2800393	3.343448e-06	2.9057264e-07	4.11493	4.019038	0.0027573588	16.30805	6.386926
85142	10.822095	2.2016466e-06	1.3783574e-07	8.526359	11.076442	0.008216753	41.169	15.054137
81863	2.8212717	2.5275163e-05	1.225993e-05	12.295134	12.203013	0.007329382	42.46505	19.086153
11116	9.009505	3.4747645e-06	4.656613e-06	6.930899	12.739252	0.0024693373	120.55144	15.559381
69890	8.146164	7.2829425e-06	7.789582e-06	5.3736763	8.505667	3.8745115	41.52037	11.239059
27681	18.06192	5.5491924e-05	5.412847e-06	38.248238	36.204082	0.044630114	177.95555	56.193607
3102	0.9781023	1.2446195e-05	4.4330955e-07	2.5595791	2.7884507	0.0039140037	15.161984	4.1907225
33670	2.8489587	1.8349849e-05	4.627183e-05	10.044252	13.094332	0.02074824	41.684483	18.503756
2859	1.7545891	2.0824373e-05	4.2952597e-06	10.134456	9.761486	0.016798059	42.055855	15.380768
27256	2.1911848	8.089468e-06	1.5310943e-05	14.275024	14.842578	0.017460799	52.62944	22.381567
9608	2.5166035	4.411675e-06	4.887581e-06	7.648567	7.598363	0.013518755	30.937416	12.167639
3566	1.134313	1.3417564e-05	1.4789402e-06	4.648244	3.9149337	0.00935792	16.604528	6.6086164
14678	1.7107592	3.1571835e-06	1.1213124e-05	2.8298225	2.308053	0.0060987747	8.365349	4.025596
26058	1.8007592	8.490868e-06	6.966293e-07	4.018717	5.2255974	0.008254849	24.145466	7.026296
12282	2.4465814	1.1975877e-05	1.6279519e-06	3.9568663	2.8943481	0.004841725	15.999191	5.357379
21932	2.1584513	2.8656796e-06	3.1292439e-07	3.2574072	4.3202834	0.8110937	18.686657	6.126484
74711	2.8680038	5.2098185e-06	5.148351e-06	2.5971122	4.2979364	0.0017682761	12.229756	5.3317018
29248	6.167699	5.4948032e-08	9.663403e-06	8.59304	8.216698	0.0109890895	41.821053	13.114852
64710	2.3268347	1.2107193e-07	1.3526529e-05	6.519887	7.910598	0.009714539	47.939594	11.222705
27849	4.4823027	2.7928501e-05	1.1660159e-06	10.174426	10.6816845	0.012020789	49.4922	16.120409
51088	2.12349	1.0933727e-06	2.361834e-06	2.5965097	3.5440478	0.0023785888	18.741573	4.8535757
15080	1.0839618	1.2461096e-06	1.301989e-05	12.025743	12.287837	0.010382253	37.836407	18.652214
20756	1.4904376	2.3564324e-05	8.750707e-06	16.189474	16.593964	0.017156031	56.150005	26.061779
21780	2.207896	9.827316e-06	1.3880432e-05	6.3308897	6.366119	0.00731693	40.22223	9.703544
65490	2.6246898	1.5255064e-06	1.0523945e-05	3.1389608	5.355786	0.009617406	15.902677	6.572873
3621	1.4588346	2.965331e-06	1.4901161e-08	1.5925237	1.6407429	0.0026228246	7.922123	2.492538
47044	1.0854745	9.199604e-06	3.072992e-05	9.673563	9.147114	0.004216632	43.361626	14.701969
38692	2.1824975	8.265488e-06	1.359731e-06	11.223541	10.923406	0.022877382	39.26777	17.431911
51254	7.653348	2.2633001e-05	2.6784837e-06	18.921087	16.861238	0.020701254	68.377266	27.296799
74744	2.5154505	7.3844567e-06	6.03497e-07	3.4484057	2.021483	0.001425583	9.805081	4.399153
15972	1.8775063	1.7222017e-05	6.891787e-07	8.343504	7.78692	0.0070284647	53.797245	12.621165
8428	6.17676	1.3912097e-05	3.3639371e-06	14.930813	11.744638	0.012051988	65.192795	20.464935
8424	3.6653597	9.1455877e-07	7.259473e-05	18.75977	20.705925	0.022247182	83.71587	30.319668
15848	5.3321166	0.00015246496	0.00021892786	21.185497	42.68123	0.16143137	89.509705	49.037872
38858	3.607761	9.105541e-06	7.599592e-07	9.027911	9.5533	0.007335955	57.504013	14.09702
72905	3.0810757	5.4668635e-06	8.810312e-06	6.4315834	7.5197353	0.013983768	25.686388	11.028114
3291	1.0503472	1.7303973e-06	2.2239983e-06	1.8769752	2.2283635	0.004893344	11.77902	3.2147477
12510	2.739735	5.1036477e-07	3.054738e-07	2.105694	2.683444	0.0024260134	17.592924	3.829295
41316	1.6572659	1.527369e-06	6.966293e-07	2.3945248	2.6673715	0.0028585652	16.738955	4.0618744
37986	2.1490965	3.131386e-05	1.8119812e-05	14.6284485	14.401277	0.035771832	45.80435	22.281088
32760	1.3940061	2.8827228e-05	5.5421144e-05	11.814129	12.214675	0.010424893	38.390507	18.328499
9871	3.29888	2.5876798e-05	0.00010783225	11.839244	11.753587	0.007125672	61.118504	17.790962
17315	2.5370657	1.3084151e-05	5.2265823e-06	10.483434	6.5596247	0.014877226	20.477098	12.93572
64612	2.638023	1.806207e-05	1.9930303e-06	6.2310314	2.8921325	0.0014858918	19.676188	7.2590423
24120	2.0970747	3.8323924e-06	3.6917627e-06	3.7404332	3.655273	0.0038811474	17.45229	5.6998787
51267	5.942707	8.599833e-06	1.0691583e-05	8.171076	9.110599	0.0021627361	35.821686	13.742189
41224	4.020699	1.6642734e-05	8.560717e-06	8.026211	4.6673393	0.0010013814	31.675879	9.827449
14634	1.2571952	1.8374994e-06	9.081885e-05	17.094131	17.327162	0.009559912	63.4131	26.363213
24022	4.3705163	3.3853576e-06	1.404807e-05	5.225505	6.6304297	0.0039710384	45.804462	9.148577
17678	2.0793784	9.512529e-06	1.520291e-05	13.211332	12.46111	0.02170676	46.14976	19.656761
55753	2.9800785	1.0300428e-05	8.780509e-06	6.398853	4.9239674	0.004969002	28.295076	8.634317
35524	1.2163581	5.9977174e-07	4.582107e-07	1.8207866	0.71861535	0.0013879171	6.7656803	2.0554562
64773	2.1063473	3.4188852e-06	1.8365681e-06	2.770345	3.6250572	0.0005750936	18.122793	5.3156085
18894	19.932257	2.8192997e-05	1.7303973e-05	11.828214	11.968274	0.028263431	50.47541	17.49869
32574	1.6369742	1.6391277e-06	1.3671815e-06	3.96742	2.900376	0.0057059266	15.426787	5.4516993
51180	15.4526005	1.7695129e-07	8.497387e-06	17.071205	10.643062	0.009510925	78.58809	21.901945
17471	1.2866079	2.9643998e-06	9.49949e-07	11.589749	10.618895	0.0023667924	78.04968	16.953634
11602	1.8985379	5.5367127e-06	9.957701e-06	13.811915	13.834795	0.008044119	47.905712	21.009165
2648	1.4574977	3.905967e-06	9.670854e-06	6.202345	7.0525775	0.0018400638	22.893297	10.548954
27831	3.9980788	9.005703e-05	3.001839e-05	17.335485	16.264946	0.024877788	56.23866	26.874277
50266	1.7341348	5.301088e-06	1.2628734e-06	3.0114584	1.9096748	0.0035991215	8.76729	3.8671458
12770	2.79232	4.076399e-06	2.1457672e-06	4.8811674	5.9265194	0.19753328	35.94245	8.319721
17996	4.5825143	3.3797696e-06	8.325651e-05	13.541517	15.249125	0.024948623	68.90422	21.959843
25702	3.3508067	1.8542632e-06	7.864088e-06	12.220712	13.026066	0.05288721	65.07264	19.430996
43632	4.7194977	2.4400651e-07	7.7039e-06	3.655235	2.862836	0.007316418	25.43852	4.9318194
43840	5.684901	2.2295862e-06	2.8312206e-06	3.6021566	2.756938	0.015018544	11.2623825	4.8695526
9708	2.343281	5.24614e-06	3.758818e-06	12.492181	14.317407	0.012554974	48.78421	21.41219
27900	9.836102	0.000115444884	1.6633421e-05	34.37832	36.152462	0.0297797	160.03525	53.607765
9774	1.5544472	6.03497e-07	2.584979e-05	9.132887	8.799534	0.009771957	38.52723	13.789315
50498	1.2949246	2.6077032e-08	2.2277236e-06	2.1494236	2.6269088	0.0023021703	11.579666	3.5929132
55743	5.0879035	7.018447e-06	4.2542815e-06	10.043289	9.832603	0.002087605	44.75886	15.649614
64616	5.081497	1.1533499e-05	3.0994415e-06	6.438417	5.7459664	0.003703151	35.291107	9.392287
29047	11.09795	1.0134652e-05	9.264797e-06	18.42484	15.799669	0.013314718	76.08825	26.457586
70148	4.754864	9.195879e-06	3.3862889e-06	5.099479	7.118168	0.009342694	25.067776	9.39729
72913	2.2829087	9.370968e-06	0.18068203	2.227867	2.1743712	0.39482152	14.477243	3.2514758
13857	8.073704	1.7148443e-05	114.51756	14.041697	186.62497	115.72257	224.56693	187.55063
14602	1.5374255	1.991447e-05	2.3979694e-05	13.505077	13.264349	0.0162165	55.387615	20.64345
63611	2.5493717	1.9127503e-05	4.310161e-06	8.154525	9.154126	0.009001242	31.496252	13.416437
18464	5.3016076	4.306063e-05	2.5101006e-05	9.384144	13.564658	0.0036206255	93.164116	17.938309
81613	4.6142554	5.1204115e-06	2.3581088e-06	7.046832	8.012905	0.005350241	23.810675	11.663429
29219	2.5280426	5.607493e-06	3.9488077e-07	4.1184573	6.3684015	0.0025900453	25.749054	8.184707
9606	3.781228	7.5688586e-06	9.760261e-06	16.877369	19.172195	0.039143123	60.06163	28.633793
2493	8.86009	4.849769e-05	3.0755997e-05	26.786919	32.159157	0.023394795	217.32271	46.308556
11640	4.971467	2.5229529e-06	6.617606e-05	12.354142	11.547425	0.002979604	101.109535	17.820452
46695	3.2089155	6.1597675e-06	8.549541e-06	6.5736794	7.099482	0.009740522	58.813244	10.278536
73302	3.2581637	1.0702759e-05	1.7918646e-06	6.4984965	4.310727	0.004215347	33.834557	8.263383
10984	0.9195826	5.3353608e-05	8.4765255e-05	16.076752	16.042768	0.021851007	58.628197	24.62351
39414	3.6259694	1.3350509e-05	1.0892749e-05	12.304298	12.235014	0.03284324	48.717064	18.919716
8411	43.575104	2.7939677e-06	11.581216	9.462167	33.65685	13.762353	68.12576	36.410294
50394	3.7014503	8.195639e-08	3.2901764e-05	4.664632	5.067918	0.0022567215	17.770884	7.495485
27198	4.519655	5.338993e-05	6.3441694e-06	15.908437	14.581757	0.0033231229	111.829124	23.300499
81770	5.135607	5.736947e-06	1.8686056e-05	14.221254	13.450465	0.012695937	78.38187	21.071325
3430	1.6099198	1.9250438e-06	1.9595027e-06	1.7937411	2.4180014	0.0015481486	7.685964	3.2597132
73431	7.251396	1.0691583e-06	3.856793e-05	4.878166	9.75753	0.009227752	57.93153	11.234895
27660	6.1333303	1.12382695e-05	4.9851835e-05	19.220724	20.192791	0.034307074	76.729324	30.45871
41910	4.140915	1.1656433e-05	7.756054e-06	16.221617	13.662811	0.017668925	54.168518	23.56639
3696	1.5107493	8.6454675e-06	3.3527613e-08	3.8211844	4.1875114	0.0056588617	14.306962	6.2074924
32141	2.0134408	3.932696e-05	3.265217e-05	19.0113	19.440746	0.027611157	61.189682	30.137186
21326	6.2695403	1.3709068e-06	0.000107459724	30.479507	42.024467	0.033717006	111.044716	56.98162
41322	1.8536646	1.0248274e-05	6.914139e-06	9.873822	9.934718	0.012822849	34.85907	15.33274
81654	5.766005	1.382269e-05	1.5333295e-05	19.116964	19.287882	0.019343872	89.64468	30.169024
40864	2.0236938	2.5460497e-05	1.1213124e-06	15.51934	14.872387	0.020386538	47.78812	23.226309
18414	4.426486	8.054078e-06	1.0095537e-05	22.700695	23.097923	0.03476689	72.19385	35.10432
27279	1.257921	2.062507e-05	1.5221536e-05	12.907483	13.117793	0.022080697	54.73651	19.953114
11370	3.7023733	4.116725e-05	5.0999224e-06	13.173934	12.118148	0.023840742	49.63597	19.280989
18872	13.929898	5.2254647e-05	1.2978911e-05	28.76284	17.508074	0.013200293	125.16802	36.949993
13484	1.2544236	3.9217994e-06	3.349036e-06	2.885706	2.4906452	0.005252561	10.406297	4.1270413
8376	2.0287309	6.8815425e-06	2.7626753e-05	15.984521	15.322017	0.011696374	71.84952	23.896677
47020	1.356959	4.549697e-05	2.9727817e-06	15.112289	14.950262	0.022529578	49.917797	22.963928
71513	2.1833797	1.3373792e-05	7.1637332e-06	4.8574114	5.5500712	0.0014756261	25.353405	8.35698
8357	4.3917747	2.7566217e-05	6.664128	26.680954	38.954464	7.355822	79.07942	49.45375
64726	1.3370227	8.6799264e-07	4.6491623e-06	1.6313281	2.6431293	0.004937006	13.723503	3.3802547
41888	1.824719	3.4396537e-05	2.2299588e-05	9.277805	9.040526	0.007819422	31.91292	14.242972
46944	3.692692	2.111122e-05	1.2103468e-05	12.361244	10.490094	0.008059046	67.706924	17.433393
27441	133.84607	4.1878782e-05	2.1032989e-05	32.648556	10.593683	0.031566434	100.49986	36.118416
65531	3.0842252	1.8941239e-05	4.1872263e-06	9.863313	9.669763	0.020047126	33.52917	15.376184
3603	1.9173516	1.3494864e-06	0.029576238	3.1149395	5.498978	0.032799944	11.779278	6.625239
3153	1.8549671	5.159527e-06	4.8801303e-07	6.0293384	4.8676157	0.0053838682	28.853355	8.406926
17926	1.2690336	4.3773092e-05	5.599484e-05	16.211815	16.126408	0.038226083	66.32033	24.805632
47916	3.7080986	5.096197e-06	1.4998019e-05	5.3911805	5.9313617	0.0036674968	35.787357	8.702261
43946	53.764317	2.0120293e-05	3.1538308e-05	11.630307	9.935176	0.007583095	43.0003	16.494085
76797	6.317292	7.873401e-06	6.366521e-06	15.440455	14.65614	0.013384586	125.34525	23.421877
11114	9.0068865	4.994683e-06	3.0510128e-06	7.0292134	4.9856033	0.005555277	28.375618	9.182816
65283	15.263483	2.403371e-05	7.4729323e-06	11.714318	10.196147	0.07377379	37.82569	16.338013
7752	4.1612935	5.3422526e-05	3.938377e-05	26.185837	21.755583	0.043861218	86.75557	37.551537
51195	3.9094188	4.8410147e-06	1.0244548e-06	9.46567	7.4120197	0.002271679	37.74102	13.225437
9762	1.8411818	6.0013495e-05	5.5991113e-06	16.345194	16.173912	0.019447865	58.050117	24.954823
81727	3.9438562	4.261546e-05	3.6675483e-05	17.041323	16.482368	0.021061165	53.777084	25.821787
20812	9.682326	1.1441298e-05	5.632639e-06	24.508749	19.308662	0.0025748573	102.54977	34.5358
37748	2.9465399	4.2198226e-06	1.7657876e-06	6.0664773	5.754936	0.005934732	33.820366	9.374789
27539	21.310562	2.4065375e-06	4.001707e-05	18.485113	17.808401	0.02372134	57.717613	27.76079
16360	1.9809271	1.7881393e-06	3.0212104e-06	2.2667863	3.413948	0.0035907486	23.884705	4.4339886
29601	1.5422255	1.13621354e-07	9.208918e-06	6.160051	4.8807225	0.0059925085	29.786985	8.477739
11772	1.1508186	3.1952746e-05	6.302446e-05	24.080038	24.289482	0.028230187	84.43312	38.79098
17564	1.5403069	1.5555881e-05	1.4990568e-05	13.622445	14.225412	0.009228944	65.96582	21.268938
9592	3.2536428	1.3789162e-05	2.5369227e-06	11.31559	12.699328	0.009385483	34.06756	18.59939
21506	7.4153185	3.0007213e-05	3.3527613e-08	31.50258	28.67158	0.026907973	140.68353	46.419174
16344	2.139718	5.8934093e-06	7.636845e-07	4.3876925	4.049531	0.003245926	25.714975	6.356452
14914	2.080779	1.9728206e-05	2.540648e-06	14.222729	14.050427	0.022562262	49.793	21.565018
64755	4.1154094	9.151176e-06	7.312745e-06	6.517594	9.227476	0.008967617	45.857876	12.29194
14500	5.982335	1.0892749e-05	2.4285167e-05	29.779163	17.910332	0.020102523	98.12413	37.299915
64613	2.6571486	7.973984e-06	1.2554228e-06	3.7861524	3.3593998	0.0064411643	18.988535	5.6559668
14744	1.989849	5.817972e-06	1.3370067e-05	9.82811	9.957704	0.008297099	42.78458	15.647508
64632	1.387622	2.2966415e-06	2.8684735e-07	1.7909267	2.551515	0.024060065	12.585121	3.285181
21956	1.6664186	9.0058893e-07	1.8328428e-06	3.7116401	3.0863855	0.0024151138	16.240175	5.186086
81623	3.0959768	2.6543625e-05	7.236004e-05	16.881632	16.901073	0.016051654	68.43287	26.174603
13086	2.4209578	1.2982637e-06	7.376075e-07	3.0383306	3.4572403	0.0013916189	15.472435	5.050351
43988	2.9874785	3.1795353e-06	1.6316772e-06	4.2704964	3.4286928	0.005828869	18.39751	6.136464
39042	1.3315282	5.716458e-06	3.8549304e-05	16.325241	16.682528	0.02164171	58.35992	25.200056
7796	2.0453043	1.8297695e-05	1.0468066e-06	8.726624	7.2647147	0.015114701	47.800797	12.435896
13152	2.471371	2.32514e-05	2.874434e-05	12.795101	13.010633	0.016704118	45.18698	20.103155
41470	2.0603378	2.020318e-05	1.2256205e-05	7.158321	6.9256244	0.024837477	27.953403	11.027104
10027	3.6535873	1.5603378e-05	2.8312206e-07	6.344211	5.7078776	0.007432536	41.384117	9.580545
