27358	25.406190872192383
65524	26.538551330566406
73329	26.62229347229004
85154	27.955440521240234
73207	29.393695831298828
43240	29.88195037841797
24574	33.36558532714844
68684	33.966373443603516
68677	34.21766662597656
24602	36.10304641723633
80433	38.786441802978516
23886	40.365169525146484
51269	41.3477668762207
23004	44.555057525634766
41880	45.158145904541016
8394	56.96449279785156
65281	57.4838752746582
56025	61.9636116027832
25054	64.85264587402344
61518	65.16414642333984
64574	67.25997161865234
69923	69.00558471679688
8469	71.87323760986328
17560	75.77044677734375
8555	89.76818084716797
85276	95.48140716552734
72937	98.25385284423828
65245	108.37606811523438
18818	124.43839263916016
24060	132.09866333007812
65295	137.7711639404297
41812	142.89599609375
21830	143.3965301513672
80475	153.38079833984375
24648	174.2042236328125
51207	177.21676635742188
23082	187.44784545898438
70081	190.35487365722656
69894	195.46792602539062
27426	224.89830017089844
21844	275.5936279296875
64831	285.4422302246094
41866	422.06011962890625
20006	492.95587158203125
19892	520.7363891601562
3607	528.6173706054688
48510	1001.5260620117188
48636	1059.513916015625
